text,keywords
"subject to the terms and conditions of this agreement, arizona hereby grants to the company a perpetual, royalty free license in",license agreement company free perpetual
"subject to the terms and conditions of this agreement, the company hereby grants to seller a perpetual, royalty free license in",license agreement seller company royalty
"subject to the terms and conditions of this agreement, arizona hereby grants to the company a perpetual, royalty free license in",license agreement company free perpetual
"subject to the terms and conditions of this agreement, the company hereby grants to seller a perpetual, royalty free license in",license agreement seller company royalty
"subject to the terms and conditions of this agreement, arizona hereby grants to the company a limited, non sublicensable except as set forth in section",agreement limited company non section
"non assignable license in, to and under the arizona licensed trademarks for the arizona trademark license term for use in the company field throughout the world only in the form and manner that such arizona licensed trademarks are used in the business as of the closing, provided that the company shall use commercially reasonable efforts to present the arizona licensed trademarks in the form set forth on schedule",license licensed commercially assignable company
"subject to the terms and conditions of this agreement, arizona hereby grants to the company a limited, non sublicensable except as set forth in section",agreement limited company non section
"subject to the terms and conditions of this agreement, the license set forth in section shall include the right of the company to use the arizona domain names solely in connection with the applicable arizona licensed trademarks in the company field during the arizona trademark license term, in the ordinary course of business in a manner generally consistent with the past practice of arizona in the company field",domain license licensed agreement company
"fox grants to licensee a limited, exclusive except as otherwise may be provided in this agreement , non transferable except as permitted in paragraph d right and license to use",license licensee limited transferable exclusive
"have made as set forth in paragraph a i below , and create derivative works of omitted the psm in each property, solely for the purpose of developing the wireless applications specifically set forth for each of the properties on exhibits b through m attached hereto wireless products",wireless property derivative attached
"some of which wireless products are defined in the glossary attached hereto as exhibit n. furthermore, fox grants to licensee a limited, exclusive except as may otherwise be provided in this agreement",wireless fox exclusive limited licensee
"non transferable except as permitted in paragraph d right and license to make, create derivative works of, sell and license the wireless products",transferable license wireless permitted derivative
"including any psm included therein, solely i for use on mobile or cellular telephones the wireless platform ii in the territory as defined in paragraph , iii during the term as defined in paragraph",mobile wireless cellular platform defined
"iv for distribution by licensee through the distribution channels as defined in paragraph c granted herein and v by means of periodic subscription fee, a per download basis, or through a retail purchase",subscription licensee distribution purchase fee
"except as otherwise specifically stated herein with respect to the wireless products, licensee shall have no right to develop, sell or exploit any other products based on the psm or the property",licensee wireless property develop stated
"subject to fox s compliance with the terms and conditions of this agreement, including its payment obligations in accordance with section , licensee hereby grants to fox a limited",fox compliance agreement limited licensee
"non transferable except as permitted in section d , right to distribute licensee materials as defined in paragraph c to vgsl and t mobile, solely as incorporated into wireless products",transferable licensee distribute mobile wireless
"in the event fox provides such termination notice to licensee, licensee hereby grants fox a license to the licensee materials in order for fox to distribute the wireless products that licensee has developed for distribution in japan prior to such termination, either directly or through a third party",license fox licensee termination wireless
"licensee shall have the non exclusive right and license to develop and distribute ice age wireless products during the term of the agreement for all wireless products set forth in this paragraph c except the game, for which licensee shall have the exclusive right and license to develop and distribute until december , notwithstanding the foregoing",license licensee exclusive agreement distribute
"in no event will fox develop, publish and or distribute games derived from the property ice age prior to january , paragraph a of the agreement is amended to provide that fox grants licensee a worldwide",fox agreement ice licensee property
"subject to the terms and conditions of this agreement, licensor hereby grants to licensee, and licensee hereby accepts from licensor",licensee licensor agreement subject
"subject to the terms and conditions of this agreement, licensor hereby grants to licensee, and licensee hereby accepts from licensor",licensee licensor agreement subject
"non transferable except as set forth in section and non sublicensable except as provided in section c license to use the licensed content in connection with websites associated with the licensed domain names until the earlier of i termination or expiration of this agreement, or ii termination or expiration of the agency agreement, that in the event the agency agreement is amended or restated",transferable license termination domain agency
"in consideration of the remuneration to be paid to abg pursuant hereto and subject to the conditions and limitations contained herein, abg grants to papa john s the non transferrable, indivisible right and license solely during the term of the agreement and within the territory to use the celebrity endorsement",endorsement papa remuneration celebrity license
"papa john s hereby grants to abg and celebrity, a royalty free, sublicensable right and license to utilize the materials",papa license celebrity royalty free
"in their entirety or any portions thereof, in all media now known or hereafter developed, throughout the universe individually and collectively",collectively universe media individually entirety
"pj rights as follows i on or in connection the performance of the services hereunder ii in connection with historical and archival purposes e.g., historical files on websites of abg , so called business to business uses and other non commercial purposes and iii for industry recognition purposes e.g",archival business industry historical
"we grant you the right, and you accept the obligation, to use the proprietary marks and the system to operate one restaurant the franchised business at the premises",restaurant obligation business proprietary operate
"following the test, we determine that we will approve the tested item, then for so long as we deem that item to be an approved item under this agreement",approve tested test agreement item
"you will have the right to use that item under the terms of this agreement and we will have the right to use and market that item as we see fit, including but not limited to use in our own restaurants as well as that of other licensees and franchisees, without compensation to you",agreement limited compensation item market
"all data pertaining to, or displayed at the franchised business including without limitation data pertaining to or otherwise about franchised business customers is and shall be our exclusive property, and we hereby grant you a royalty free non exclusive license to use that data during the term of this agreement",data license business property exclusive
"client hereby grants to efs a limited and perpetual right and license to use such photographs and materials for research and forecasting purposes, but not limited to, combining the same with reports and analytics concerning the performance of the websites",analytics research forecasting client performance
"during the term and subject to the terms, and limitations set forth in this agreement, client grants efs a limited",limited agreement client term subject
"non assignable without any right to sublicense , world wide license to use, create derivative works of",sublicense license assignable derivative create
"during the term and subject to the terms, and limitations set forth in this agreement, client grants efs a limited",limited agreement client term subject
"non assignable without any right to sublicense , world wide license to use the client trademarks and or service marks as set forth on part a of exhibit the playboy marks solely in connection with the design, operation and promotion of the playboy commerce business",playboy sublicense license commerce assignable
"during the term and subject to the terms, conditions and limitations of this agreement, client hereby grants efs",agreement client term subject
"set forth in part b of exhibit hereto, and or to the extent approved in advance in writing by client, as the case may be",exhibit client writing advance case
"by this agreement, and distributor accepts, the appointment of distributor as an authorized",distributor authorized agreement appointment
"cisco grants to distributor the right to use the name, and other marks of cisco collectively, the marks for all proper purposes in the sale of cisco products and services to end users and the performance of distributor s duties hereunder only so long as this agreement is in effect",cisco distributor agreement sale
"subject to the terms and conditions of this agreement, inc. or its subsidiary licensing the software instead of cisco systems, grants to customer a nonexclusive and nontransferable license to use for customer s internal business purposes the software and the documentation for which customer has paid the required license fees",license cisco agreement subsidiary documentation
"to assist developer to complete all project related services and deliverable deliverables to client in a complete and timely manner, client shall provide developer access and licensed rights to the following as necessary to complete the project a text, digital conversion interactive features and the like collectively",client licensed developer access deliverable
"the content b any trademarks, trade dress and logos, whether owned or licensed by client collectively",content logos licensed dress client
"the marks and c any know how, or processes used by client in its operations collectively, the procedures and d client s confidential information as defined below",client confidential information defined used
"client hereby grants developer a royalty free, license to use its content, procedures and confidential information in order to complete the project",client license developer confidential free
"consultant agrees that if, in the course of performing the services, consultant incorporates into any invention developed hereunder any invention",consultant invention hereunder course
"discovery or other proprietary subject matter owned by consultant or in which consultant has an interest item , consultant will inform company in writing thereof, and company is hereby granted and shall have a non exclusive",consultant discovery proprietary company exclusive
"subject to section , consultant agrees that if, in the course of performing the services",consultant section subject course
"consultant incorporates into any invention or utilizes in the performance of the services any pre existing invention, original works of authorship, or other proprietary information or intellectual property right owned by consultant or in which consultant has an interest prior inventions",consultant invention proprietary authorship intellectual
"i consultant will provide the company with prior written notice and ii the company is hereby granted a nonexclusive, worldwide license with the right to grant and authorize sublicenses to make, offer for sale",license consultant company authorize notice
"prepare derivative works of, and otherwise exploit such prior inventions, as part of or in connection with such invention",invention prior derivative exploit prepare
"the consultant agrees that if, in the course of performing the services, the consultant incorporates into any invention developed under this agreement any preexisting invention",consultant invention agreement course
"discovery or other proprietary information owned by the consultant or in which the consultant has an interest prior inventions , i the consultant will inform the company, in writing before incorporating such prior inventions into any invention",consultant discovery invention proprietary prior
"and ii the company is hereby granted a nonexclusive, transferable worldwide license with the right to grant and authorize sublicenses, offer for sale",license company authorize transferable sale
"prepare derivative works of, and otherwise exploit such prior inventions, as part of or in connection with such invention",invention prior derivative exploit prepare
"pretzel time hereby grants to franchisee and franchisee agrees to undertake, during the term of this agreement and upon the terms and conditions stated in this agreement, license and privilege to operate",pretzel license privilege agreement undertake
"and do business and to use certain trade names, and other commercial symbols, including pretzel time referred to as marks solely and exclusively for the operation of one retail franchise unit referred to as franchise",franchise retail pretzel business commercial
"which is in the form of a store kiosk cart , and to sell those products known as pretzel time pretzels and other pretzel time approved menu items and products further described in section hereinafter products in accordance with the provisions of this agreement and in accordance with rules, and procedures as prescribed by pretzel time which may be changed",pretzel kiosk cart menu store
"improved and further developed from time to time, hereinafter pretzel time system , at one location only",pretzel hereinafter time location
"franchisee agrees and grants to pretzel time and its affiliates a perpetual and worldwide right to use and authorize other pretzel time units or other food service businesses operated by pretzel time or its affiliates, franchisees and designees to use such ideas, and techniques relating to the development and or operation of a dessert or snack food business",pretzel food business time service
"to the extent that certain components of the software may be downloaded to customer s or user s computer as a result of accessing the software as part of the hosting services, egain grants customers a non exclusive, with right to sublicense solely to users",sublicense hosting exclusive customer
"customer hereby grants egain a right to use customer s trademarks name and logo only designated by customer for such limited uses, subject to customer s trademark logo usage guidelines, provided by customer to egain",customer limited provided
"lmg grants tag a worldwide, perpetual license to load, or display use the object code version of the lmg tools and documentation the license for the period specified in exhibit a in accordance with the terms and conditions of this agreement",license code tag documentation agreement
"subject to the provisions stated below, we hereby grant you a license to use the buffalo wild wings marks and system, and you undertake the obligation to operate a buffalo wild wings restaurant facility featuring the menu items and providing sit down",buffalo license restaurant wild operate
"carry out and other restaurant services franchised omitted restaurant , and to use the marks solely in connection with the system, as it is currently established",restaurant carry solely established currently
"and as it may be changed, improved and further developed from time to time, at one location only",location time
"such location to be , or at a location to be designated, as provided in paragraph iii within the area described on exhibit b. you agree that we have the right to use your data as part of our earnings claim in our franchise offering circular",earnings data location claim franchise
"to the extent that contractor incorporates any of contractor s information into the works, contractor hereby grants to company a royalty free, non exclusive perpetual license including the right to grant a sublicense to use",sublicense contractor license grant perpetual
"smith hereby grants to tda the following rights the rights a the right to use and reuse smith s name, biographical information and any reproduction or simulation thereof smith s likeness in tda s golf instruction related products and on packaging for tda s golf instruction related products in any fashion, said grant of rights being limited to the world the contract territory b the right to use and reuse smith s likeness in tda s general internal",smith grant contract likeness limited
"non public corporate promotional materials such as tda s annual report , corporate advertising and in other forms of publicity c the right to use and reuse smith s likeness in and in connection with the marketing, promoting and publicizing of tda s golf instruction related products",promotional publicity advertising public marketing
"without limiting the foregoing, during the term and, subject to the limitations and conditions on the rights as set forth in this agreement",agreement limiting term foregoing subject
"thereafter have the full and complete right to revise, copyright and exhibit the contents of any results and proceeds, the golf instruction related products and any advertising materials and any versions or revisions thereof and",golf copyright instruction proceeds contents
"in tda s sole discretion, the results and proceeds, the golf instruction related products and advertising materials may be make by any process",golf instruction advertising discretion proceeds
"instrumentation or device now known or hereafter developed and may be made or adapted for use in any and all media now known or hereafter developed although it is acknowledged and agreed by tda that multi media usage except, as incorporated into tda s golf instruction related products shall be strictly limited to advertising provided that any and all such uses are directly related to the marketing, development and sale of tda s golf instruction related products",instrumentation golf media device advertising
"each party hereby grants to the other a non exclusive, limited license to use its trademarks, service marks or trade names only as specifically described in this agreement",license agreement exclusive limited service
"from the commencement of the first contract year through the end of the term, forty niners sc grants to sponsor a limited license during the term to a advertise and promote the fact that sponsor is an official sponsor of the san francisco ers, reproduce and display the team marks in connection with advertising and promotion of sponsor s goods and services in the product and services category",sponsor license promotion advertising advertise
"in order for forty niners sc to fulfill its obligations hereunder, sponsor hereby grants to forty niners sc a limited license during the omitted term to use, reproduce and display the sponsor marks in connection with advertising and promotion of sponsor and its sponsorship",sponsorship sponsor license promotion advertising
"each party shall have a non exclusive, non transferable license to use the name, any item used in connection with that name or logo",license transferable exclusive item used
"subject to the terms and conditions hereof, sponsor hereby represents and warrants that it has the power and authority to grant, and does hereby grant to drkoop.com a non exclusive",sponsor grant exclusive authority hereof
"worldwide license to reproduce and display all logos, trade names and similar identifying material relating to sponsor the sponsor marks solely in connection with the promotion, marketing and distribution of the parties and the sites in accordance with the terms hereof",sponsor logos license marketing promotion
"that drkoop.com shall, other than as specifically provided for in this agreement, not make any specific use of any sponsor mark without first submitting a sample of such use to sponsor and obtaining its prior consent",sponsor consent agreement sample provided
"subject to the terms and conditions hereof, drkoop.com hereby represents that it has the power and authority to grant, and does hereby grant to sponsor a non exclusive",sponsor grant authority exclusive hereof
"worldwide license to reproduce and display all logos, trade names and similar identifying material relating to drkoop.com and, solely as allowed pursuant to this agreement",license logos agreement pursuant
"to the dr. c. everett koop name collectively, the drkoop.com marks solely in connection with the promotion, marketing and distribution of the parties and the sites in accordance with the terms hereof",marketing promotion accordance
"that sponsor shall, other than as specifically provided for in section of this agreement, not make any specific use of any drkoop.com marks without first submitting a sample of such use to drkoop.com and obtaining its prior consent",sponsor agreement consent sample shall
"c each party hereby grants to the other a non exclusive, limited license to use its trademarks, service marks or trade names only as specifically described in this agreement",license agreement exclusive limited service
"fmm grants to ivillage, during the initial term of this agreement, a royalty free",agreement royalty free term initial
"worldwide license to use, reproduce and display ford s tradenames, service marks and logos collectively",license ford logos service collectively
"subject to the terms and conditions of this agreement, sponsor hereby grants to excite a royalty free, worldwide license to use",license sponsor agreement free royalty
"transmit and publicly display the content in accordance with this agreement and to sub license the content to excite s wholly owned subsidiaries or to joint ventures in which excite participates for the sole purpose of using, transmitting and publicly displaying the content in accordance with this agreement each party hereby grants to the other a non exclusive, limited license to use its trademarks",license transmit content excite agreement
"wcc grants a limited, non exclusive license to xli to use the west coast customs name, likeness and signature",license customs signature west coast
"including specific west coast customs trademarks including west coast customs logo trademarks and approved west coast customs vehicle imagery and trademarks collectively the trademarks during the term of this agreement in connection with national, regional or local print advertising, together with internet",customs coast agreement west national
"video and on site event advertising, only in connection with the promotion, subject to all of the terms and conditions hereof",advertising promotion video event site
"xli grants wcc a limited, royalty free license to use the registered trademark light sheets during the term of this agreement in connection with national, regional or local print advertising",license advertising registered limited print
"together with internet, video and on site advertising, for wcc and its event s during the term of this agreement",agreement advertising video term event
"c each party hereby grants to the other a non exclusive, limited license to use its trademarks, service marks or trade names only as specifically described in this agreement",license agreement exclusive limited service
"g user data will be owned by client, and subject to the limitations contained herein, client grants to excite a non exclusive license to use the user data for the purposes of this agreement",license client data user agreement
"during the term of this agreement, the company hereby grants the contractor a limited license to use the company s logo, and other aspects of corporate identity in advertisements and marketing materials related to the notes and on the contractor s website",contractor license agreement company corporate
"solely to the extent necessary to enable contractor to provide the services in accordance with the terms herein, the company hereby grants contractor a royalty free, non exclusive sublicense",sublicense contractor provide exclusive solely
"without the right to grant further sublicenses, under any and all applicable trademarks and other intellectual property owned or controlled by or licensed to the company or any of its affiliates to provide, during the term of this agreement",licensed company agreement grant provide
"m i hereby grants to customer a non exclusive, non transferable license, through the end of the term",license transferable customer exclusive term
"to use the source code including the right to make modifications thereto on the terms and conditions set forth in this article , upon payment of the then current license fees and the occurrence of the following events a. m i ceases to do business or refuses to provide the services to customer or b. a voluntary or involuntary petition is commenced by or against m i under any federal or state bankruptcy law, or a trustee in bankruptcy fails to timely assume this agreement as an executory contract",bankruptcy license executory law contract
"or a substantial part of m i s property or assets become subject to levy or seizure by any creditor and, in the case of an involuntary petition, the same is not dismissed within sixty days after filing",filing levy involuntary petition seizure
"metavante hereby grants to customer a personal, and nontransferable license and right, for the duration of this agreement",license agreement customer nontransferable duration
"subject to the terms of this agreement and scope of use and only within the market and territory, e.piphany grants hsns a nonexclusive, non sublicensable right to i use and combine the application with the outsourcing application and other software products for the purpose of providing",application providing agreement
"subject to the terms and conditions of this agreement and scope of use and only within the market and territory, e.piphany grants to hsns a non exclusive, non sublicensable license during the term of this agreement to install and use the applications in object code format to develop the outsourcing application and outsourcing service and to install and use the application in object code format to develop and provide maintenance and support for the outsourcing application to outsourcing customers",license application exclusive agreement
"to demonstrate the outsourcing application to potential customers, and to train hsns personnel on the use, maintenance and support of the outsourcing application",application maintenance personnel support train
"except as expressly provided herein, hsns shall not i rent, sell or otherwise distribute the application",rent application distribute sell provided
"or any modification thereto, in whole or in part ii cause or permit reverse engineering, unauthorized access or assembly of all or any portion of the application iii allow any outsourcing or application service providers to access and use the application as outsourcing customers",application unauthorized access modification service
"subject to mcdata s prior written approval, mcdata grants reseller a limited, revocable license to use mcdata s trademarks defined as mcdata s name or any abbreviation thereof",license reseller abbreviation approval limited
"supplier hereby grants bank of america a nonexclusive, perpetual license to install, execute and copy the software described in each product license schedule as necessary to conduct bank of america business in accordance with the terms and restrictions of this section and any special terms and restrictions stated on the applicable product license schedule",license supplier bank business install
"bank of america may, at no additional charge other than the software license fees specified in each product license schedule, execute and copy the software for any backup",backup license copy bank charge
"archival and emergency purposes and any internal, non production bank of america purpose including for test, and training ii allow a third party outsourcer or service provider to install",archival bank internal service provider
"supplier hereby grants bank of america a nonexclusive, perpetual license to a any patents related to or necessary or desirable to use the software to the extent such patents are now held, licensed to or hereafter acquired by supplier",supplier licensed license bank acquired
"for the purpose of allowing bank of america and its affiliates and permitted assigns to install, distribute as necessary or useful for bank of america and its affiliates and permitted assigns to enjoy their rights as set forth in the agreement , improve and alter the software both in object code and source code form as necessary to conduct bank of america business in accordance with the terms and restrictions or this section b any copyrights now held",bank distribute agreement code
"licensed to or hereafter acquired by supplier in the software for the purpose of allowing bank of america and its affiliates an permitted assigns to install, distribute as necessary or useful for bank of america and its affiliates and permitted assigns to enjoy their fights as set forth in the agreement, produce derivative works from and omitted display such software both in object code and source code for any c other intellectual property rights or supplier in the software as are necessary or useful for bank of america",licensed supplier bank distribute code
"without limiting the foregoing, but subject to the restrictions set forth in section hereof, bank of america may x sublicense its rights granted herein to its third party contractors for the purpose of their performing services for bank of america and its affiliates which services may include",sublicense bank limiting include
"enhancing and improving the software and creating derivatives to the software , provided that such third party contractors have entered into a written agreement containing commercially standard confidentiality provisions requiring them to maintain the source code to the licensed programs securely and in confidence subject to commercially standard exceptions , prior to having access to the source code for the software y sublicense its rights in the software excluding any rights in the source code",sublicense licensed confidentiality agreement code
"supplier hereby grants to bank of america a nonexclusive, world wide license to use, produce derivative works from",supplier license bank derivative produce
"disclose to persons who have entered into a written agreement containing substantially the same confidentiality provisions as in this agreement for the purpose of maintaining the software for bank of america, and otherwise to utilize the software and the source code and other materials necessary to maintain and improve the software for use by bank of america, subject always to the limitations in this agreement on reproduction and use of the software",disclose confidentiality agreement bank code
"unless otherwise agreed in an order, supplier grants bank of america a perpetual, nonexclusive royalty free license to any pre existing ip embedded in the work product",supplier license bank free perpetual
"which shall permit bank of america and any transferee or sublicensee of bank of america, subject to the restrictions in this agreement, make derivative works and modify such pre existing ip as necessary or desirable for the use of the work product",sublicensee bank agreement permit transferee
"subject to the terms and conditions of this agreement, pcomed hereby grants to integra and its affiliates a sole and exclusive worldwide right to sell and commercialize integra products treated by pcomed, with the pcomed surface modification technology the right for use in the field in the territory",commercialize technology agreement sell surface
"for greater certainty, new technology shall exclude any x modification to philips pre existing intellectual property rights which, shall exclude any intellectual property rights forming part of the purchased assets under the purchase agreement and y developments developed not for the products collectively",modification property agreement technology exclude
"philips retained product ip , provided that philips and its affiliates hereby grant to customer under any such intellectual property rights, which are applicable or used for the manufacturing of the product",product property customer intellectual
"a non exclusive, non transferable except in accordance with clause assignment , fully paid up license",transferable license exclusive clause assignment
"the supply of the miltenyi products hereunder conveys to bellicum the limited, non transferable except as expressly provided herein, including as set forth in article right to use",transferable supply limited non hereunder
"and to permit its subcontractors and licensees to use the miltenyi products solely for ex vivo cell processing in the manufacture of bellicum products for use in the field in the territory including for research, regulatory and commercial purposes , in accordance with applicable regulatory authority requirements and approvals including to the extent applicable any relevant clinical trial protocol",regulatory manufacture cell trial commercial
"in the event of a supply failure, miltenyi shall grant bellicum s second source supplier a limited, one site production license",supplier license supply production limited
"miltenyi hereby grants to bellicum, subject to all the terms and conditions of this agreement, a limited non exclusive right and license under the miltenyi technology incorporated or embodied in the miltenyi products supplied hereunder",license agreement limited incorporated exclusive
"within the scope of the ... ... license agreement, miltenyi has got the right to grant non exclusive sublicenses to third parties utilizing cytokines for applications that are covered by the claims of ... ... to develop, market and commercialize medicinal products on terms and conditions consistent with the terms and conditions contained in the ... ... license agreement",license agreement commercialize medicinal exclusive
"subject to the provisions of this agreement, miltenyi is willing to grant to bellicum a non exclusive sublicense to its rights obtained under the ... ... license agreement in the form of a separate agreement between miltenyi and bellicum, under such separate sublicense agreement bellicum would agree to hold harmless and reimburse miltenyi for the fees that are due to ... ... based on bellicum s use of the sublicense rights for bellicum products ... ... sublicense agreement",sublicense agreement license reimburse exclusive
"subject to the terms and conditions of this agreement, macrogenics hereby grants to green cross an exclusive, royalty bearing i license",license agreement green exclusive royalty
"with the right to grant sublicenses subject to section b , under the macrogenics licensed technology and the macrogenics licensed trademarks and ii to the extent needed under this section a , sublicense under the macrogenics licensed technology licensed pursuant to the upstream agreements",sublicense licensed pursuant upstream grant
"in the case of each of i and ii , to conduct the phase i clinical development plan and phase ii clinical development plan, and to distribute",clinical phase development distribute plan
"green cross may grant sublicensees solely for purposes of performing its development obligations under this agreement green cross hereby grants to macrogenics a royalty free, worldwide license during the term, with the right to grant sublicenses",license grant green cross agreement
"under the green cross licensed patents and green cross know how that is incorporated into any product, and all other intellectual property controlled by green cross that is specifically related to mgah to the extent needed by macrogenics to research, offer for sale and import products",licensed research product incorporated import
"subject to the terms and conditions of this agreement, green cross hereby grants to macrogenics a non exclusive, with the right to grant and authorize the grant of sublicenses",green cross grant agreement authorize
"subject to the terms and conditions of this agreement, macrogenics hereby grants to green cross a non exclusive, omitted royalty free",green agreement exclusive royalty cross
"with respect to any intellectual property developed by bli or its affiliates in collaboration or on behalf of a third party during the term of this agreement that is for a or b , with respect to each, bli and its affiliates shall to that bli or its affiliates control such intellectual property so that bli may grant a license to ginkgo with respect to such intellectual property as set forth in section grants to ginkgo",ginkgo license agreement grant collaboration
"as of the date ginkgo purchases an aggregate of beacon optofluidic machine from bli, a non exclusive, non royalty bearing and sublicensable through multiple tiers worldwide license in any intellectual property controlled by bli that is necessary to",ginkgo license exclusive beacon aggregate
"subject to the terms and conditions of this agreement, and in consideration for the payments to bli under this agreement, during the term",agreement consideration term subject
"on behalf of itself and its affiliates, hereby grants and shall grant to ginkgo a non exclusive, sublicensable solely in accordance with section consent to sublicense",sublicense ginkgo grant exclusive behalf
"non royalty bearing subject to section effects of termination based upon ginkgo buy down election worldwide license in, to and under i bli background ip, and ii other intellectual property that is controlled by bli and that is bli inventions",termination royalty ginkgo license based
"with both of i and ii being limited to what is necessary for ginkgo to and iii the collaboration intellectual property solely to a perform research on biological entities, cells and strains and sub components thereof b i design and develop a collaboration workflows as generally contemplated under a workflow development plan and b ginkgo workflows as permitted under this agreement and ii use workflows to conduct the activities set forth in clause a and clause c of this section scope of grants c perform commercial research and other commercial services for third parties and d in each case of clauses a through c of this section scope of grants , the license granted is for activities solely within the licensed field",licensed ginkgo license collaboration research
"subject to the terms and conditions of this agreement, during the term bli, on behalf of itself and its affiliates",agreement behalf term subject
"hereby grants and shall grant to ginkgo a license within the licensed field in, to and under any intellectual property controlled by bli that is necessary to make, import or use any to make",ginkgo license licensed grant import
"for clarity and without limiting section non exclusive manufacturing license covenant , the licenses granted to ginkgo in section scope of grants and section license grant to exploit do not include the right to make, offer to sell or sell consumables",license ginkgo grant exclusive covenant
"subject to the terms and conditions of this agreement, during the term, ginkgo hereby grants and shall grant to bli a and this section grants to bli",ginkgo grant agreement shall subject
"to and under any intellectual property a controlled by ginkgo, b used by ginkgo in the conduct of a workflow development plan and c necessary for bli to perform its obligations under this agreement a c collectively, ginkgo licensed ip",ginkgo development licensed agreement property
"solely to perform bli s obligations under such workflow development plan and omitted after any applicable headstart period, with respect to any , a license in",license development plan applicable solely
"to and under any ginkgo licensed ip necessary for the performance of, offer to sell, commercialize or perform such to or for third parties and to license such third parties to do the same",ginkgo license commercialize licensed sell
"in the event that termination is the result of ginkgo exercising the buy down election including payment of the buy down amount , as of the effective date of termination a any and all existing headstart periods shall immediately be deemed to have accelerated to conclusion, b the restrictions on bli set forth in section restrictions on bli shall terminate c the licenses granted to ginkgo from bli in section scope of grants and license grant to exploit shall survive and become perpetual and irrevocable d the licenses granted to bli from ginkgo pursuant to section grants to bli shall survive e any licensed products arising from collaboration workflows or ginkgo workflows developed and used by ginkgo to good effect prior to the effective date of termination shall be on any sale or transfer of such licensed product",termination terminate ginkgo license pursuant
"f i for any licensed products arising from workflows other than those set forth in subclause e of this section effects of termination based on ginkgo s buy down election , ginkgo shall pay and ii ginkgo shall pay for as long as one or more beacon optofluidic machines are in operation at ginkgo, g the pricing terms for beacon optofluidic machines",termination ginkgo licensed operation pay
"thi is granted the following rights to the applications in appendix a and the licensed products derived therefrom the licenses granted herein are exclusive worldwide licenses to make, sell and import licensed products for the legal purposes of researching, and selling the licensed products make",licensed legal derived exclusive
"use and import machines, materials and other instrumentalities, insofar as such machines",import insofar use
"materials and other instrumentalities are involved in or incidental to the research, testing or repair of licensed products which are or have been made, sold or imported by the licensee and convey to any customer of the licensee",licensee licensed repair research incidental
"with respect to any licensed product which is sold or leased to such customer, rights to use and resell such licensed product as sold or leased by licensee whether or not as part of a larger combination provided, that no rights may be conveyed to customers with respect to any invention which is directed to i a combination of such licensed product as sold or leased with any other product",licensed licensee resell product invention
"licenses granted herein are solely for products in the form sold by the licensee and are not to be construed either i as consent by the marv to any act which may be performed by the licensee, except to the extent impacted by a patent licensed herein to the licensee, or ii to include licenses to contributorily infringe or induce infringement under u.s. law or a foreign equivalent thereof",licensee licensed infringement consent patent
"any such sublicense may be made effective retroactively, but not prior to the effective date hereof, nor prior to the sublicensee s becoming a related company",sublicense sublicensee retroactively prior company
"subject to the terms and conditions hereof, nantz communications grants to the company the endorsement throughout the world during the term in connection with the advertisement, promotion and sale by the company of ashworth products except in connection with premium programs",endorsement advertisement promotion company
"subject to the terms and conditions of this agreement, google grants to distributor a license during the term to a bundle the distribution products, in machine readable binary code format only",license distributor bundle binary distribution
"solely with distributor app s b distribute bundles directly or indirectly, subject to clause third party distribution to end users in the territory c when indicated by the applicable criteria checker and requested by the end user in accordance with clause form of distribution offering , install the chrome browser or the google toolbar as applicable on the end user s system using the google installers and d reproduce or have reproduced by third party distributors as defined in clause third party distribution",distribute distributor distribution browser chrome
