,text,keywords
490,"subject to the terms and conditions hereof, drkoop.com hereby represents that it has the power and authority to grant, and does hereby grant to sponsor a non exclusive",sponsor grant authority exclusive hereof
491,"worldwide license to reproduce and display all logos, trade names and similar identifying material relating to drkoop.com and, solely as allowed pursuant to this agreement",license logos agreement pursuant
492,"to the dr. c. everett koop name collectively, the drkoop.com marks solely in connection with the promotion, marketing and distribution of the parties and the sites in accordance with the terms hereof",marketing promotion accordance
493,"that sponsor shall, other than as specifically provided for in section of this agreement, not make any specific use of any drkoop.com marks without first submitting a sample of such use to drkoop.com and obtaining its prior consent",sponsor agreement consent sample shall
494,"c each party hereby grants to the other a non exclusive, limited license to use its trademarks, service marks or trade names only as specifically described in this agreement",license agreement exclusive limited service
495,"fmm grants to ivillage, during the initial term of this agreement, a royalty free",agreement royalty free term initial
496,"worldwide license to use, reproduce and display ford s tradenames, service marks and logos collectively",license ford logos service collectively
497,"subject to the terms and conditions of this agreement, sponsor hereby grants to excite a royalty free, worldwide license to use",license sponsor agreement free royalty
498,"transmit and publicly display the content in accordance with this agreement and to sub license the content to excite s wholly owned subsidiaries or to joint ventures in which excite participates for the sole purpose of using, transmitting and publicly displaying the content in accordance with this agreement each party hereby grants to the other a non exclusive, limited license to use its trademarks",license transmit content excite agreement
499,"wcc grants a limited, non exclusive license to xli to use the west coast customs name, likeness and signature",license customs signature west coast
500,"including specific west coast customs trademarks including west coast customs logo trademarks and approved west coast customs vehicle imagery and trademarks collectively the trademarks during the term of this agreement in connection with national, regional or local print advertising, together with internet",customs coast agreement west national
501,"video and on site event advertising, only in connection with the promotion, subject to all of the terms and conditions hereof",advertising promotion video event site
502,"xli grants wcc a limited, royalty free license to use the registered trademark light sheets during the term of this agreement in connection with national, regional or local print advertising",license advertising registered limited print
503,"together with internet, video and on site advertising, for wcc and its event s during the term of this agreement",agreement advertising video term event
504,"c each party hereby grants to the other a non exclusive, limited license to use its trademarks, service marks or trade names only as specifically described in this agreement",license agreement exclusive limited service
505,"g user data will be owned by client, and subject to the limitations contained herein, client grants to excite a non exclusive license to use the user data for the purposes of this agreement",license client data user agreement
506,"during the term of this agreement, the company hereby grants the contractor a limited license to use the company s logo, and other aspects of corporate identity in advertisements and marketing materials related to the notes and on the contractor s website",contractor license agreement company corporate
507,"solely to the extent necessary to enable contractor to provide the services in accordance with the terms herein, the company hereby grants contractor a royalty free, non exclusive sublicense",sublicense contractor provide exclusive solely
508,"without the right to grant further sublicenses, under any and all applicable trademarks and other intellectual property owned or controlled by or licensed to the company or any of its affiliates to provide, during the term of this agreement",licensed company agreement grant provide
509,"m i hereby grants to customer a non exclusive, non transferable license, through the end of the term",license transferable customer exclusive term
510,"to use the source code including the right to make modifications thereto on the terms and conditions set forth in this article , upon payment of the then current license fees and the occurrence of the following events a. m i ceases to do business or refuses to provide the services to customer or b. a voluntary or involuntary petition is commenced by or against m i under any federal or state bankruptcy law, or a trustee in bankruptcy fails to timely assume this agreement as an executory contract",bankruptcy license executory law contract
511,"or a substantial part of m i s property or assets become subject to levy or seizure by any creditor and, in the case of an involuntary petition, the same is not dismissed within sixty days after filing",filing levy involuntary petition seizure
512,"metavante hereby grants to customer a personal, and nontransferable license and right, for the duration of this agreement",license agreement customer nontransferable duration
513,"subject to the terms of this agreement and scope of use and only within the market and territory, e.piphany grants hsns a nonexclusive, non sublicensable right to i use and combine the application with the outsourcing application and other software products for the purpose of providing",application providing agreement
514,"subject to the terms and conditions of this agreement and scope of use and only within the market and territory, e.piphany grants to hsns a non exclusive, non sublicensable license during the term of this agreement to install and use the applications in object code format to develop the outsourcing application and outsourcing service and to install and use the application in object code format to develop and provide maintenance and support for the outsourcing application to outsourcing customers",license application exclusive agreement
515,"to demonstrate the outsourcing application to potential customers, and to train hsns personnel on the use, maintenance and support of the outsourcing application",application maintenance personnel support train
516,"except as expressly provided herein, hsns shall not i rent, sell or otherwise distribute the application",rent application distribute sell provided
517,"or any modification thereto, in whole or in part ii cause or permit reverse engineering, unauthorized access or assembly of all or any portion of the application iii allow any outsourcing or application service providers to access and use the application as outsourcing customers",application unauthorized access modification service
518,"subject to mcdata s prior written approval, mcdata grants reseller a limited, revocable license to use mcdata s trademarks defined as mcdata s name or any abbreviation thereof",license reseller abbreviation approval limited
519,"supplier hereby grants bank of america a nonexclusive, perpetual license to install, execute and copy the software described in each product license schedule as necessary to conduct bank of america business in accordance with the terms and restrictions of this section and any special terms and restrictions stated on the applicable product license schedule",license supplier bank business install
520,"bank of america may, at no additional charge other than the software license fees specified in each product license schedule, execute and copy the software for any backup",backup license copy bank charge
521,"archival and emergency purposes and any internal, non production bank of america purpose including for test, and training ii allow a third party outsourcer or service provider to install",archival bank internal service provider
522,"supplier hereby grants bank of america a nonexclusive, perpetual license to a any patents related to or necessary or desirable to use the software to the extent such patents are now held, licensed to or hereafter acquired by supplier",supplier licensed license bank acquired
523,"for the purpose of allowing bank of america and its affiliates and permitted assigns to install, distribute as necessary or useful for bank of america and its affiliates and permitted assigns to enjoy their rights as set forth in the agreement , improve and alter the software both in object code and source code form as necessary to conduct bank of america business in accordance with the terms and restrictions or this section b any copyrights now held",bank distribute agreement code
524,"licensed to or hereafter acquired by supplier in the software for the purpose of allowing bank of america and its affiliates an permitted assigns to install, distribute as necessary or useful for bank of america and its affiliates and permitted assigns to enjoy their fights as set forth in the agreement, produce derivative works from and omitted display such software both in object code and source code for any c other intellectual property rights or supplier in the software as are necessary or useful for bank of america",licensed supplier bank distribute code
525,"without limiting the foregoing, but subject to the restrictions set forth in section hereof, bank of america may x sublicense its rights granted herein to its third party contractors for the purpose of their performing services for bank of america and its affiliates which services may include",sublicense bank limiting include
526,"enhancing and improving the software and creating derivatives to the software , provided that such third party contractors have entered into a written agreement containing commercially standard confidentiality provisions requiring them to maintain the source code to the licensed programs securely and in confidence subject to commercially standard exceptions , prior to having access to the source code for the software y sublicense its rights in the software excluding any rights in the source code",sublicense licensed confidentiality agreement code
527,"supplier hereby grants to bank of america a nonexclusive, world wide license to use, produce derivative works from",supplier license bank derivative produce
528,"disclose to persons who have entered into a written agreement containing substantially the same confidentiality provisions as in this agreement for the purpose of maintaining the software for bank of america, and otherwise to utilize the software and the source code and other materials necessary to maintain and improve the software for use by bank of america, subject always to the limitations in this agreement on reproduction and use of the software",disclose confidentiality agreement bank code
529,"unless otherwise agreed in an order, supplier grants bank of america a perpetual, nonexclusive royalty free license to any pre existing ip embedded in the work product",supplier license bank free perpetual
530,"which shall permit bank of america and any transferee or sublicensee of bank of america, subject to the restrictions in this agreement, make derivative works and modify such pre existing ip as necessary or desirable for the use of the work product",sublicensee bank agreement permit transferee
531,"subject to the terms and conditions of this agreement, pcomed hereby grants to integra and its affiliates a sole and exclusive worldwide right to sell and commercialize integra products treated by pcomed, with the pcomed surface modification technology the right for use in the field in the territory",commercialize technology agreement sell surface
532,"for greater certainty, new technology shall exclude any x modification to philips pre existing intellectual property rights which, shall exclude any intellectual property rights forming part of the purchased assets under the purchase agreement and y developments developed not for the products collectively",modification property agreement technology exclude
533,"philips retained product ip , provided that philips and its affiliates hereby grant to customer under any such intellectual property rights, which are applicable or used for the manufacturing of the product",product property customer intellectual
534,"a non exclusive, non transferable except in accordance with clause assignment , fully paid up license",transferable license exclusive clause assignment
535,"the supply of the miltenyi products hereunder conveys to bellicum the limited, non transferable except as expressly provided herein, including as set forth in article right to use",transferable supply limited non hereunder
536,"and to permit its subcontractors and licensees to use the miltenyi products solely for ex vivo cell processing in the manufacture of bellicum products for use in the field in the territory including for research, regulatory and commercial purposes , in accordance with applicable regulatory authority requirements and approvals including to the extent applicable any relevant clinical trial protocol",regulatory manufacture cell trial commercial
537,"in the event of a supply failure, miltenyi shall grant bellicum s second source supplier a limited, one site production license",supplier license supply production limited
538,"miltenyi hereby grants to bellicum, subject to all the terms and conditions of this agreement, a limited non exclusive right and license under the miltenyi technology incorporated or embodied in the miltenyi products supplied hereunder",license agreement limited incorporated exclusive
539,"within the scope of the ... ... license agreement, miltenyi has got the right to grant non exclusive sublicenses to third parties utilizing cytokines for applications that are covered by the claims of ... ... to develop, market and commercialize medicinal products on terms and conditions consistent with the terms and conditions contained in the ... ... license agreement",license agreement commercialize medicinal exclusive
540,"subject to the provisions of this agreement, miltenyi is willing to grant to bellicum a non exclusive sublicense to its rights obtained under the ... ... license agreement in the form of a separate agreement between miltenyi and bellicum, under such separate sublicense agreement bellicum would agree to hold harmless and reimburse miltenyi for the fees that are due to ... ... based on bellicum s use of the sublicense rights for bellicum products ... ... sublicense agreement",sublicense agreement license reimburse exclusive
541,"subject to the terms and conditions of this agreement, macrogenics hereby grants to green cross an exclusive, royalty bearing i license",license agreement green exclusive royalty
542,"with the right to grant sublicenses subject to section b , under the macrogenics licensed technology and the macrogenics licensed trademarks and ii to the extent needed under this section a , sublicense under the macrogenics licensed technology licensed pursuant to the upstream agreements",sublicense licensed pursuant upstream grant
543,"in the case of each of i and ii , to conduct the phase i clinical development plan and phase ii clinical development plan, and to distribute",clinical phase development distribute plan
544,"green cross may grant sublicensees solely for purposes of performing its development obligations under this agreement green cross hereby grants to macrogenics a royalty free, worldwide license during the term, with the right to grant sublicenses",license grant green cross agreement
545,"under the green cross licensed patents and green cross know how that is incorporated into any product, and all other intellectual property controlled by green cross that is specifically related to mgah to the extent needed by macrogenics to research, offer for sale and import products",licensed research product incorporated import
546,"subject to the terms and conditions of this agreement, green cross hereby grants to macrogenics a non exclusive, with the right to grant and authorize the grant of sublicenses",green cross grant agreement authorize
547,"subject to the terms and conditions of this agreement, macrogenics hereby grants to green cross a non exclusive, omitted royalty free",green agreement exclusive royalty cross
548,"with respect to any intellectual property developed by bli or its affiliates in collaboration or on behalf of a third party during the term of this agreement that is for a or b , with respect to each, bli and its affiliates shall to that bli or its affiliates control such intellectual property so that bli may grant a license to ginkgo with respect to such intellectual property as set forth in section grants to ginkgo",ginkgo license agreement grant collaboration
549,"as of the date ginkgo purchases an aggregate of beacon optofluidic machine from bli, a non exclusive, non royalty bearing and sublicensable through multiple tiers worldwide license in any intellectual property controlled by bli that is necessary to",ginkgo license exclusive beacon aggregate
550,"subject to the terms and conditions of this agreement, and in consideration for the payments to bli under this agreement, during the term",agreement consideration term subject
551,"on behalf of itself and its affiliates, hereby grants and shall grant to ginkgo a non exclusive, sublicensable solely in accordance with section consent to sublicense",sublicense ginkgo grant exclusive behalf
552,"non royalty bearing subject to section effects of termination based upon ginkgo buy down election worldwide license in, to and under i bli background ip, and ii other intellectual property that is controlled by bli and that is bli inventions",termination royalty ginkgo license based
553,"with both of i and ii being limited to what is necessary for ginkgo to and iii the collaboration intellectual property solely to a perform research on biological entities, cells and strains and sub components thereof b i design and develop a collaboration workflows as generally contemplated under a workflow development plan and b ginkgo workflows as permitted under this agreement and ii use workflows to conduct the activities set forth in clause a and clause c of this section scope of grants c perform commercial research and other commercial services for third parties and d in each case of clauses a through c of this section scope of grants , the license granted is for activities solely within the licensed field",licensed ginkgo license collaboration research
554,"subject to the terms and conditions of this agreement, during the term bli, on behalf of itself and its affiliates",agreement behalf term subject
555,"hereby grants and shall grant to ginkgo a license within the licensed field in, to and under any intellectual property controlled by bli that is necessary to make, import or use any to make",ginkgo license licensed grant import
556,"for clarity and without limiting section non exclusive manufacturing license covenant , the licenses granted to ginkgo in section scope of grants and section license grant to exploit do not include the right to make, offer to sell or sell consumables",license ginkgo grant exclusive covenant
557,"subject to the terms and conditions of this agreement, during the term, ginkgo hereby grants and shall grant to bli a and this section grants to bli",ginkgo grant agreement shall subject
558,"to and under any intellectual property a controlled by ginkgo, b used by ginkgo in the conduct of a workflow development plan and c necessary for bli to perform its obligations under this agreement a c collectively, ginkgo licensed ip",ginkgo development licensed agreement property
559,"solely to perform bli s obligations under such workflow development plan and omitted after any applicable headstart period, with respect to any , a license in",license development plan applicable solely
560,"to and under any ginkgo licensed ip necessary for the performance of, offer to sell, commercialize or perform such to or for third parties and to license such third parties to do the same",ginkgo license commercialize licensed sell
561,"in the event that termination is the result of ginkgo exercising the buy down election including payment of the buy down amount , as of the effective date of termination a any and all existing headstart periods shall immediately be deemed to have accelerated to conclusion, b the restrictions on bli set forth in section restrictions on bli shall terminate c the licenses granted to ginkgo from bli in section scope of grants and license grant to exploit shall survive and become perpetual and irrevocable d the licenses granted to bli from ginkgo pursuant to section grants to bli shall survive e any licensed products arising from collaboration workflows or ginkgo workflows developed and used by ginkgo to good effect prior to the effective date of termination shall be on any sale or transfer of such licensed product",termination terminate ginkgo license pursuant
562,"f i for any licensed products arising from workflows other than those set forth in subclause e of this section effects of termination based on ginkgo s buy down election , ginkgo shall pay and ii ginkgo shall pay for as long as one or more beacon optofluidic machines are in operation at ginkgo, g the pricing terms for beacon optofluidic machines",termination ginkgo licensed operation pay
563,"thi is granted the following rights to the applications in appendix a and the licensed products derived therefrom the licenses granted herein are exclusive worldwide licenses to make, sell and import licensed products for the legal purposes of researching, and selling the licensed products make",licensed legal derived exclusive
564,"use and import machines, materials and other instrumentalities, insofar as such machines",import insofar use
565,"materials and other instrumentalities are involved in or incidental to the research, testing or repair of licensed products which are or have been made, sold or imported by the licensee and convey to any customer of the licensee",licensee licensed repair research incidental
566,"with respect to any licensed product which is sold or leased to such customer, rights to use and resell such licensed product as sold or leased by licensee whether or not as part of a larger combination provided, that no rights may be conveyed to customers with respect to any invention which is directed to i a combination of such licensed product as sold or leased with any other product",licensed licensee resell product invention
567,"licenses granted herein are solely for products in the form sold by the licensee and are not to be construed either i as consent by the marv to any act which may be performed by the licensee, except to the extent impacted by a patent licensed herein to the licensee, or ii to include licenses to contributorily infringe or induce infringement under u.s. law or a foreign equivalent thereof",licensee licensed infringement consent patent
568,"any such sublicense may be made effective retroactively, but not prior to the effective date hereof, nor prior to the sublicensee s becoming a related company",sublicense sublicensee retroactively prior company
569,"subject to the terms and conditions hereof, nantz communications grants to the company the endorsement throughout the world during the term in connection with the advertisement, promotion and sale by the company of ashworth products except in connection with premium programs",endorsement advertisement promotion company
570,"subject to the terms and conditions of this agreement, google grants to distributor a license during the term to a bundle the distribution products, in machine readable binary code format only",license distributor bundle binary distribution
571,"solely with distributor app s b distribute bundles directly or indirectly, subject to clause third party distribution to end users in the territory c when indicated by the applicable criteria checker and requested by the end user in accordance with clause form of distribution offering , install the chrome browser or the google toolbar as applicable on the end user s system using the google installers and d reproduce or have reproduced by third party distributors as defined in clause third party distribution",distribute distributor distribution browser chrome
572,"subject to the terms and conditions of this agreement, google grants to distributor a limited, license during the term to use the google trademarks",license limited distributor agreement term
573,"in accordance with google s trademark usage guidelines, solely to market and promote the products consistent with this agreement, provided that all use of the google trademarks shall be subject to google s prior review and advance written consent",agreement consent accordance market shall
574,"subject to xencor s confidentiality and non use obligations hereunder and without affecting the ownership of improvements as set forth in section , bii hereby grants to xencor a non exclusive, worldwide license to use and reproduce all such summaries and or reports for all uses in connection with development activities relating to product that do not involve manufacturing of product e.g",development license product confidentiality ownership
575,"toxicology studies or the development of a manufacturing process , regulatory activities relating to the product and, to the extent necessary",toxicology regulatory process development product
576,"subject to xencor s adherence to the obligations under this agreement, bii hereby grants xencor a worldwide, sublicensable and royalty free license to use the process and all reasonably necessary related bii confidential information and know how",license agreement confidential information
577,"xencor hereby grants to bii and bii herewith accepts a non exclusive, sublicensable in several cascades , royalty free fully paid up license under the xencor intellectual property to the extent it is generally applicable to the manufacturing of biopharmaceutical products",license exclusive herewith
578,"handling omitted of cell lines and or development of manufacturing processes, to use such xencor intellectual property in for the manufacture of biopharmaceutical products, handling of cell lines and or development of manufacturing processes",manufacture cell development handling
579,"during the term of this agreement, xencor hereby grants to bii and bii hereby accepts for the purpose of pursuing the project a non exclusive, non sub licensable except to affiliated companies",agreement licensable exclusive non
580,"license to use the xencor confidential information and know how, the xencor intellectual property and or any part of the other improvements for the sole purpose to develop the process, and for the manufacturing of the product for clinical purposes in accordance with this agreement",license confidential clinical information agreement
581,"janssen hereby grants to company, during the term, a non exclusive",company exclusive non term
582,"royalty free right to use such product name and product trademarks, and janssen corporate names and logos, solely to the extent they are included on the promotional materials and solely for the purpose of using the promotional materials to promote in the territory under this agreement",logos promotional agreement royalty product
583,"the company hereby grants to cnet a non exclusive, royalty free license, effective throughout the term",license exclusive company royalty free
584,"display and publish any of the company trademarks, service marks and logos that may be delivered by the company to cnet expressly for inclusion in the promotions, solely for use in connection with the promotions",logos company publish service inclusion
585,"during the term, subject to the terms and conditions of this agreement, depomed hereby grants to king and its affiliates and king and its affiliates hereby accept a co exclusive right to promote the product under the depomed trademarks in the territory together with depomed and its affiliates only",agreement exclusive king promote territory
586,"depomed hereby grants to king the non exclusive right, during the term, to use the launch promotional materials supplied to king pursuant to this section c in the performance of its obligations under this agreement",promotional king pursuant exclusive agreement
587,"and does hereby, grant to king a royalty free license to use and reproduce such materials solely in conjunction with its promotion of the product pursuant to this agreement, which license shall not be assignable or transferable by king",license royalty transferable king agreement
588,"king hereby grants to depomed a non assignable, non sublicensable except to any third party acting as the depomed sales force , royalty free right and license to use the king trademarks in the territory solely in connection with depomed s promotion of the product",king royalty license promotion territory
589,"subject to this section and to applicable legal requirements, depomed shall have the right to use depomed trademarks, and include the name depomed",legal applicable shall include subject
590,"subject to the terms and conditions of this agreement, spinco hereby grants to each individual member of the parent group, on behalf of itself and the other members of the spinco group",agreement group behalf parent member
591,"and shall cause the other members of the spinco group to grant to each individual member of the parent group, a non exclusive, fully paid up",group parent member grant exclusive
592,"royalty free right and license, for use in the parent field, to i use",license royalty free parent field
593,"make improvements and exploit the licensed spinco ip, and ii make, offer to sell and import any goods and services incorporating",licensed import sell goods exploit
594,"subject to the terms and conditions of this agreement, parent hereby grants to each individual member of the spinco group, on behalf of itself and the other members of the parent group",parent agreement behalf group member
595,"and shall cause the other members of the parent group to grant to each individual member of the spinco group, a non exclusive, fully paid up",group parent member grant exclusive
596,"royalty free right and license, solely for use in the spinco field, to i omitted use",license royalty field free solely
597,"make improvements and exploit intellectual property owned or controlled by parent or a member of the parent group and currently used in the spinco business, and ii make, offer to sell and import any goods and services incorporating",business sell goods parent import
598,"notwithstanding the foregoing, it is understood that signage, promotional materials and similar items may reference the parent name or parent mark meadwestvaco and mwv in the same manner as used by spinco prior to the effective time",parent promotional mark prior reference
599,"remainco shall have, and spinco hereby grants to remainco, worldwide right and license to use the content contained in the steam book",license steam content shall book
600,"including the current edition and any past edition and any future edition to which remainco makes a contribution, for any purpose, make derivative works",derivative edition make future contribution
601,"publicly perform and distribute for remainco s internal business purposes, including in connection with customer related activities, that remainco shall i not use any non nuclear content contained in the steam book in connection with publishing or distributing a publication which competes with the steam book and ii provide attribution and accreditation using a copyright notice having the format required by law in connection with the use of any protectable expression of the non nuclear content contained in the steam book",copyright publication content distribute nuclear
602,"i with respect to remainco s right and interest in and to the shared library materials, for itself and as representative of all other members of the remainco group, hereby grants to spinco x a perpetual subject to section",library section perpetual subject representative
603,"worldwide right and license with the right to grant sublicenses solely as set forth in section to use the shared library materials, including all know how and copyrights embodied therein, for any purpose in the spinco core field and y a perpetual subject to section",license library section grant solely
604,"worldwide right and license with the right to grant sublicenses solely as set forth in section to use the shared library materials, including all know how and copyrights embodied therein, for any purpose in any field other than the remainco core field or the spinco core field and ii with respect to spinco s right and interest in and to the shared library materials",license library grant solely
605,"for itself and as representative of all other members of the spinco group, hereby grants to remainco x a perpetual subject to section , worldwide right and license with the right to grant sublicenses solely as set forth in section to use the shared library materials",license library grant perpetual
606,"including all know how and copyrights embodied therein, for any purpose in the remainco core field and y a perpetual subject to section , worldwide right and license with the right to grant sublicenses solely as set forth in section to use the shared library materials",license library section grant solely
607,"the foregoing licenses include the right to reproduce, prepare derivative works, perform and otherwise exploit such shared library materials and to use the shared library materials to design",library design include derivative prepare
608,"for itself and as representative of all other members of the spinco group, hereby grants to remainco x a perpetual, worldwide right and license with the right to grant sublicenses solely as set forth in section to use the spinco know how currently or previously used in connection with the remainco business or otherwise in the possession of remainco or any member of the remainco group as of distribution date the licensed spinco know how",license licensed grant member perpetual
609,"for the continued operation of the remainco business and any future extensions of the remainco business in the remainco core field and y a perpetual, worldwide right and license with the right to grant sublicenses solely as set forth in section to use the licensed spinco know how for the continued operation of the remainco business and any future extensions of the remainco business in any field other than the remainco core field or the spinco core field provided, the foregoing licenses shall not extend to i spinco know how omitted licensed by spinco or any other member of the spinco group if and to the extent the licensing of same to remainco would constitute a breach of an agreement with any third party executed prior to the effective date or result in any expense to spinco or any member of the spinco group for payments to such third party or ii any intellectual property not owned by one or more members of the spinco group",license licensed breach agreement operation
610,"for itself and as representative of all other members of the remainco group, hereby grants to spinco x a perpetual, worldwide right and license with the right to grant sublicenses solely as set forth in section to use the remainco know how currently or previously used in connection with the spinco business or otherwise in the possession of spinco or any member of the spinco group as of the distribution date the licensed remainco know how",license licensed grant member perpetual
611,"for the continued operation of the spinco business and any future extensions of the spinco business in the spinco core field and y a perpetual, worldwide right and license with the right to grant sublicenses solely as set forth in section to use the licensed remainco know how for the continued operation of the spinco business and any future extensions of the spinco business in any field other than the remainco core field or the spinco core field provided, the foregoing licenses shall not extend to i remainco know how licensed by remainco or any other member of the remainco group if and to the extent the licensing of same to spinco would constitute a breach of an agreement with any third party executed prior to the effective date or result in any expense to remainco or any member of the remainco group for payments to such third party or ii any intellectual property not owned by one or more members of the remainco group",license licensed breach agreement operation
612,"i with respect to remainco s right and interest in and to the foundational software, for itself and as representative of all other members of the remainco group, hereby grants to spinco x a perpetual",perpetual foundational representative group right
613,"worldwide right and license to use the foundational software, including any intellectual property embodied therein, for the continued operation of the spinco business and any future extensions of the spinco business in the spinco core field and y a perpetual",license foundational business core operation
614,"worldwide right and license to use the foundational software, including any intellectual property embodied therein, for the continued operation of the spinco business and any future extensions of the spinco business in any field other than the spinco core field or the remainco core field and ii with respect to spinco s right and interest in and to the foundational software",license foundational business core operation
615,"for itself and as representative of all other members omitted of the spinco group, hereby grants to remainco x a perpetual, worldwide right and license to use the foundational software",license foundational perpetual group
616,"including any intellectual property embodied therein, for the continued operation of the remainco business and any future extensions of the remainco business in the remainco core field and y a perpetual, worldwide right and license to use the foundational software",license foundational business perpetual continued
617,"remainco i shall not use or exploit the licensed remainco intellectual property in the spinco core field and ii shall not, and shall not permit any member of the remainco group to, provide or otherwise grant to any third party the right to use",licensed permit shall core property
618,"spinco i shall not use or exploit the licensed spinco intellectual property in the remainco core field and ii shall not, and shall not permit any member of the spinco group to, provide or otherwise grant to any third party the right to use",licensed permit core exploit shall
619,"we grant to you, upon the terms and conditions contained in this agreement, the exclusive right to establish and operate a franchised business and a license to use the methods",license agreement establish business exclusive
620,"if we establish an intranet, you shall have the privilege to use the intranet, subject to your strict compliance with the standards and specifications",compliance privilege establish shall strict
621,"subject to the terms of this agreement, including without limitation section , theravance grants to gsk",agreement limitation subject section
622,"and gsk accepts, an exclusive except as to theravance and its affiliates license in the field under the theravance patents, theravance know how and theravance s rights in the joint inventions to make",exclusive license joint
623,"subject to the terms of this agreement, including without limitation section , theravance hereby grants to gsk",agreement limitation subject section
624,"and gsk accepts, an exclusive license in the field under the theravance patents, theravance know how and theravance s rights in the joint inventions to make",license exclusive field joint
625,"subject to the terms of this agreement, including without limitation section , theravance grants to gsk an exclusive license in the field under the theravance patents",license agreement exclusive limitation subject
626,"each party grants to the other party during the time that a work stream is in effect, a non exclusive right and license under know how and patent rights, including the background ip",patent license background stream exclusive
627,"roche hereby grants to fmi a non exclusive, worldwide and perpetual license, sublicensable to fmi s affiliates",license exclusive perpetual non
628,"under any intellectual property rights arising directly from the sample results, or the correlation of the sample results to patient data biomarker ip i to the extent such biomarker ip becomes publicly known, for internal research purposes",publicly research data sample property
629,"ii to the extent such biomarker ip becomes publicly known, offer for sale, and commercialize fmi s products and services relating to genomic analysis",genomic publicly commercialize analysis sale
630,"roche hereby grants to fmi a non exclusive, worldwide and perpetual license, sublicensable to affiliates",license exclusive perpetual non
631,"to use the roche owned advanced genomic analysis results to develop, offer for sale, import and commercialize fmi s products and services relating to genomic analysis",genomic analysis commercialize advanced import
632,"fmi hereby grants to roche a non exclusive, worldwide and perpetual license, sublicensable to roche s affiliates under any fmi improvements for roche s internal research purposes and to develop",license perpetual internal research
633,"effective after the immunotherapy exclusivity period, roche hereby grants to fmi a non exclusive, and sublicensable to affiliates",exclusivity exclusive effective non
634,"license to any intellectual property arising from the immunotherapy testing platform development program controlled by roche excluding roche immunotherapy sample results to the extent necessary omitted for fmi to develop, offer for sale, import and commercialize the immuno biomarker discovery platform",license platform commercialize development develop
635,"fmi hereby grants to roche a non exclusive, and sublicensable license to any intellectual property arising from the immunotherapy testing platform program controlled by fmi for internal research purposes and to the extent necessary for roche to research, offer for sale",license research platform exclusive testing
636,"if fmi is unable or unwilling to develop and commercialize an immuno clinical study assay or cdx assay resulting from the immunotherapy testing platform development program in a given country within the territory as specified in an r d plan for any reason other than a breach of this agreement by roche, and on the timeline agreed to in such r d plan, effective on the end of the timeline specified in such r d plan",clinical assay development agreement develop
637,"fmi hereby grants to roche i an exclusive, worldwide and perpetual license to any intellectual property rights arising from the ctdna development platform program that are necessary for roche to develop, offer for sale",license platform development develop
638,"import and commercialize roche products other than diagnostic products including the use, methods of treatment, clinical data or other data",clinical commercialize diagnostic treatment import
639,"information or results relating to the roche therapeutic product solely for use in connection with such activities and such roche products and ii a non exclusive, worldwide and perpetual license, with the right to grant sublicenses solely to roche affiliates",license exclusive therapeutic grant product
640,"roche hereby grants to fmi a non exclusive, and sublicensable license to any ip controlled by roche and developed under the ctdna platform development program excluding roche immunotherapy sample results to the extent necessary for fmi to research, offer for sale",license research platform exclusive
641,"fmi hereby grants to roche a non exclusive license under the fmi cdx ip for internal research purposes, and to the extent necessary to research, offer for sale",license research internal exclusive
642,"if fmi is unwilling or unable to develop and commercialize a cdx assay for a given country in the territory as specified in the r d plan, and on the timeline set forth in the relevant r d plan, for any reason other than a breach of this agreement by roche",territory assay reason breach agreement
643,"party a and party b shall sign the contract for technology investment simultaneously with the signature of this contract, and pursuant to the contract for technology investment shall license to the joint venture company the right to utilize proprietary technology including patented technology , related documentation and know how for the production of the joint venture products",contract venture pursuant proprietary joint
